"sepyr","siteid","month","Name","TAVG","PRCP","tot_vis","year","burned","closed_month","d2p","pred","pctdiff","diff"
"2015","CRG_012","1","Catherine Creek area",41.1,7.97,55,2015,"no","open","2015-01-15",27.4371489235164,1.0045814582746,27.5628510764836
"2015","CRG_010","1","Ruckel Creek",41.1,7.97,34,2015,"yes","open","2015-01-15",17.324186406261,0.962574126292722,16.675813593739
"2015","CRG_021","1","Herman Creek",41.1,7.97,75,2015,"no","open","2015-01-15",28.3023845047202,1.64995339836089,46.6976154952798
"2015","CRG_019","1","Dog Mountain/Augspurger Mtn",41.1,7.97,49,2015,"no","open","2015-01-15",151.054552904533,-0.675613882151781,-102.054552904533
"2015","CRG_006","1","Munra Falls",41.1,7.97,404,2015,"yes","open","2015-01-15",366.907182823849,0.101095914478074,37.0928171761509
"2015","CRG_004","1","Horsetail Creek",41.1,7.97,35,2015,"yes","open","2015-01-15",16.2892422368169,1.14865734643526,18.7107577631831
"2015","CRG_015","1","Crawford Oaks WDNR",41.1,7.97,28,2015,"no","open","2015-01-15",12.7810040710402,1.19075119954337,15.2189959289598
"2015","CRG_045","1","Spirit falls",41.1,7.97,28,2015,"no","open","2015-01-15",20.0923838487261,0.393562864954688,7.90761615127394
"2015","CRG_032","1","Cape Horn",41.1,7.97,245,2015,"no","open","2015-01-15",86.4929550641156,1.8326006415018,158.507044935884
"2015","CRG_030","1","Surveyors ridge/cooks meadow",41.1,7.97,113,2015,"no","open","2015-01-15",83.1154759735103,0.359554266837312,29.8845240264897
"2015","CRG_039","1","Starvation Creek area",41.1,7.97,34,2015,"no","open","2015-01-15",22.3820587182221,0.519073845174002,11.6179412817779
"2015","CRG_037","1","Mosier Twin Tunnels Trail",41.1,7.97,74,2015,"no","open","2015-01-15",25.7400630529513,1.87489583253043,48.2599369470487
"2015","CRG_035","1","Weldon Wagon Rd Trail",41.1,7.97,28,2015,"no","open","2015-01-15",9.2087774216676,2.04057734462318,18.7912225783324
"2015","CRG_023","1","Wahkeena Falls",41.1,7.97,200,2015,"no","open","2015-01-15",223.94578204143,-0.106926693698566,-23.9457820414299
"2015","CRG_046","1","Larch Mountain",41.1,7.97,72,2015,"no","open","2015-01-15",49.173758588512,0.464195580461907,22.826241411488
"2015","CRG_044","1","Dog Creek Falls",41.1,7.97,32,2015,"no","open","2015-01-15",12.2969172821059,1.60227821866912,19.7030827178941
"2015","CRG_009","1","Indian Springs",41.1,7.97,33,2015,"yes","open","2015-01-15",10.1964257554114,2.23642821431682,22.8035742445886
"2015","CRG_017","1","Memaloose trail",41.1,7.97,28,2015,"no","open","2015-01-15",7.69252857127218,2.63989548307513,20.3074714287278
"2015","CRG_038","1","Klickitat Trail",41.1,7.97,48,2015,"no","open","2015-01-15",10.9420306946885,3.38675428166185,37.0579693053115
"2015","CRG_036","1","Lower Deschutes",41.1,7.97,31,2015,"no","open","2015-01-15",8.37692713493686,2.70064099885879,22.6230728650631
"2015","CRG_043","1","Wind Mountain",41.1,7.97,40,2015,"no","open","2015-01-15",35.1102027375966,0.139269980835721,4.88979726240336
"2015","CRG_011","1","Coyote Wall area",41.1,7.97,86,2015,"no","open","2015-01-15",31.2736758298991,1.74991659016239,54.7263241701009
"2015","CRG_007","1","Tanner Butte",41.1,7.97,32,2015,"yes","open","2015-01-15",13.3624646393563,1.39476779648499,18.6375353606437
"2015","CRG_005","1","Nesmith Point, McCord, Elowa Falls",41.1,7.97,274,2015,"yes","open","2015-01-15",145.593274933749,0.881955056816204,128.406725066251
"2015","CRG_042","1","Washougal River area",41.1,7.97,55,2015,"no","open","2015-01-15",75.2142893035599,-0.268755970318038,-20.2142893035599
"2015","CRG_013","1","Cherry Orchard FCG trail",41.1,7.97,28,2015,"no","open","2015-01-15",7.84554451030284,2.56890461372441,20.1544554896972
"2015","CRG_036","2","Lower Deschutes",46.9,7.44,42,2015,"no","open","2015-02-15",13.4486820830924,2.12298258970684,28.5513179169076
"2015","CRG_035","2","Weldon Wagon Rd Trail",46.9,7.44,47,2015,"no","open","2015-02-15",14.784170606123,2.17907586784305,32.215829393877
"2015","CRG_030","2","Surveyors ridge/cooks meadow",46.9,7.44,245,2015,"no","open","2015-02-15",133.437189383058,0.836069847789425,111.562810616942
"2015","CRG_029","2","Umbrella/Sahalie Falls",46.9,7.44,263,2015,"no","open","2015-02-15",221.168512357519,0.189138531505154,41.8314876424808
"2015","CRG_002","2","Oneonta Gorge",46.9,7.44,486,2015,"yes","open","2015-02-15",774.860267399217,-0.372790139787091,-288.860267399217
"2015","CRG_016","2","Mosier Plateau FCG trail",46.9,7.44,48,2015,"no","open","2015-02-15",40.6453028748395,0.180948267203423,7.35469712516051
"2015","CRG_004","2","Horsetail Creek",46.9,7.44,77,2015,"yes","open","2015-02-15",26.1514558606797,1.94438674505208,50.8485441393203
"2015","CRG_039","2","Starvation Creek area",46.9,7.44,91,2015,"no","open","2015-02-15",35.9331276514375,1.53248202835913,55.0668723485625
"2015","CRG_010","2","Ruckel Creek",46.9,7.44,69,2015,"yes","open","2015-02-15",27.8130001100687,1.48085426695918,41.1869998899313
"2015","CRG_042","2","Washougal River area",46.9,7.44,64,2015,"no","open","2015-02-15",120.752281672669,-0.469989311063379,-56.7522816726686
"2015","CRG_033","2","Falls Creek Falls",46.9,7.44,182,2015,"no","open","2015-02-15",129.046603369215,0.410343203526865,52.9533966307846
"2015","CRG_027","2","Latourell Falls",46.9,7.44,731,2015,"no","open","2015-02-15",493.420577350152,0.481494760363938,237.579422649848
"2015","CRG_005","2","Nesmith Point, McCord, Elowa Falls",46.9,7.44,437,2015,"yes","open","2015-02-15",233.741757147923,0.869584644747263,203.258242852077
"2015","CRG_034","2","Panther Creek Falls",46.9,7.44,98,2015,"no","open","2015-02-15",47.108352683619,1.0803104846007,50.891647316381
"2015","CRG_032","2","Cape Horn",46.9,7.44,344,2015,"no","open","2015-02-15",138.859540777569,1.47732347430871,205.140459222431
"2015","CRG_043","2","Wind Mountain",46.9,7.44,64,2015,"no","open","2015-02-15",56.3674420088433,0.13540720882738,7.6325579911567
"2015","CRG_037","2","Mosier Twin Tunnels Trail",46.9,7.44,105,2015,"no","open","2015-02-15",41.3242134283533,1.54088320838933,63.6757865716467
"2015","CRG_020","2","Mitchell/Wygant area",46.9,7.44,211,2015,"no","open","2015-02-15",59.8959902803953,2.52277337785436,151.104009719605
"2015","CRG_028","2","Dog River",46.9,7.44,47,2015,"no","open","2015-02-15",17.3077525978025,1.71554609614465,29.6922474021975
"2015","CRG_006","2","Munra Falls",46.9,7.44,681,2015,"yes","open","2015-02-15",589.04870202601,0.156101350631496,91.9512979739897
"2015","CRG_031","2","Eight Mile trail",46.9,7.44,69,2015,"no","open","2015-02-15",19.0452276327819,2.62295485937026,49.9547723672181
"2015","CRG_022","2","Horsetail Falls",46.9,7.44,690,2015,"no","open","2015-02-15",450.501817424402,0.531625341590966,239.498182575598
"2015","CRG_044","2","Dog Creek Falls",46.9,7.44,44,2015,"no","open","2015-02-15",19.7420042534933,1.22875040624177,24.2579957465067
"2015","CRG_038","2","Klickitat Trail",46.9,7.44,107,2015,"no","open","2015-02-15",17.5668105721697,5.09103169641478,89.4331894278303
"2015","CRG_017","2","Memaloose trail",46.9,7.44,44,2015,"no","open","2015-02-15",12.349918950432,2.56277641793437,31.650081049568
"2015","CRG_011","2","Coyote Wall area",46.9,7.44,298,2015,"no","open","2015-02-15",50.2081153424256,4.9352954789799,247.791884657574
"2015","CRG_007","2","Tanner Butte",46.9,7.44,47,2015,"yes","open","2015-02-15",21.4526801876763,1.19086844109109,25.5473198123237
"2015","CRG_009","2","Indian Springs",46.9,7.44,50,2015,"yes","open","2015-02-15",16.3697840699216,2.05440803534311,33.6302159300784
"2015","CRG_023","2","Wahkeena Falls",46.9,7.44,489,2015,"no","open","2015-02-15",359.532269770352,0.360100444703738,129.467730229648
"2015","CRG_008","2","Eagle Creek",46.9,7.44,1050,2015,"yes","open","2015-02-15",557.720553194788,0.882663269239927,492.279446805212
"2015","CRG_045","2","Spirit falls",46.9,7.44,42,2015,"no","open","2015-02-15",32.2571843255045,0.302035527223382,9.74281567449555
"2015","CRG_018","2","Tamanawas Falls trail",46.9,7.44,245,2015,"no","open","2015-02-15",177.597640979051,0.379522828396686,67.4023590209488
"2015","CRG_012","2","Catherine Creek area",46.9,7.44,253,2015,"no","open","2015-02-15",44.048788678119,4.74363126869994,208.951211321881
"2015","CRG_021","2","Herman Creek",46.9,7.44,143,2015,"no","open","2015-02-15",45.4378754006307,2.14715419106094,97.5621245993693
"2015","CRG_019","2","Dog Mountain/Augspurger Mtn",46.9,7.44,84,2015,"no","open","2015-02-15",242.509529627423,-0.653621859194348,-158.509529627423
"2015","CRG_014","2","Tom McCall TNC trail",46.9,7.44,95,2015,"no","open","2015-02-15",80.6072286793655,0.178554349981255,14.3927713206345
"2015","CRG_013","2","Cherry Orchard FCG trail",46.9,7.44,44,2015,"no","open","2015-02-15",12.5955773744007,2.49328964382575,31.4044226255993
"2015","CRG_015","2","Crawford Oaks WDNR",46.9,7.44,53,2015,"no","open","2015-02-15",20.5191781765958,1.58294945069739,32.4808218234042
"2015","CRG_024","2","Angels rest trail",46.9,7.44,915,2015,"no","open","2015-02-15",431.469989342018,1.12065734025987,483.530010657982
"2015","CRG_026","2","Beacon Rock",46.9,7.44,847,2015,"no","open","2015-02-15",284.217863498314,1.98010825067308,562.782136501686
"2015","CRG_046","2","Larch Mountain",46.9,7.44,97,2015,"no","open","2015-02-15",78.9456844299767,0.228692875365937,18.0543155700233
"2015","CRG_046","3","Larch Mountain",50.6,7.34,115,2015,"no","open","2015-03-15",169.338437449298,-0.320886611851296,-54.3384374492978
"2015","CRG_010","3","Ruckel Creek",50.6,7.34,83,2015,"yes","open","2015-03-15",59.6588656292376,0.391243348739158,23.3411343707624
"2015","CRG_009","3","Indian Springs",50.6,7.34,58,2015,"yes","open","2015-03-15",35.1131752900522,0.651801624914046,22.8868247099478
"2015","CRG_031","3","Eight Mile trail",50.6,7.34,55,2015,"no","open","2015-03-15",40.8519998463256,0.346323318488579,14.1480001536744
"2015","CRG_045","3","Spirit falls",50.6,7.34,72,2015,"no","open","2015-03-15",69.191637638406,0.0405881759334912,2.80836236159399
"2015","CRG_038","3","Klickitat Trail",50.6,7.34,81,2015,"no","open","2015-03-15",37.6807962935271,1.14963610028365,43.3192037064729
"2015","CRG_032","3","Cape Horn",50.6,7.34,321,2015,"no","open","2015-03-15",297.853617078427,0.0777105987451501,23.1463829215732
"2015","CRG_004","3","Horsetail Creek",50.6,7.34,78,2015,"yes","open","2015-03-15",56.0948543856089,0.390501871416049,21.9051456143911
"2015","CRG_035","3","Weldon Wagon Rd Trail",50.6,7.34,50,2015,"no","open","2015-03-15",31.7120355279873,0.576688445491704,18.2879644720127
"2015","CRG_008","3","Eagle Creek",50.6,7.34,1021,2015,"yes","open","2015-03-15",1196.31019343601,-0.14654242218942,-175.310193436005
"2015","CRG_005","3","Nesmith Point, McCord, Elowa Falls",50.6,7.34,615,2015,"yes","open","2015-03-15",501.375904305325,0.226624563962851,113.624095694675
"2015","CRG_037","3","Mosier Twin Tunnels Trail",50.6,7.34,155,2015,"no","open","2015-03-15",88.6404086721869,0.748638147340075,66.3595913278131
"2015","CRG_026","3","Beacon Rock",50.6,7.34,561,2015,"no","open","2015-03-15",609.647116843629,-0.0797955333496744,-48.6471168436286
"2015","CRG_002","3","Oneonta Gorge",50.6,7.34,563,2015,"yes","open","2015-03-15",1662.0747273312,-0.661266734436175,-1099.0747273312
"2015","CRG_013","3","Cherry Orchard FCG trail",50.6,7.34,48,2015,"no","open","2015-03-15",27.0175045887986,0.776625959005136,20.9824954112014
"2015","CRG_036","3","Lower Deschutes",50.6,7.34,48,2015,"no","open","2015-03-15",28.8474135875436,0.663927334571393,19.1525864124564
"2015","CRG_043","3","Wind Mountain",50.6,7.34,99,2015,"no","open","2015-03-15",120.908123372568,-0.181196455303998,-21.9081233725677
"2015","CRG_011","3","Coyote Wall area",50.6,7.34,314,2015,"no","open","2015-03-15",107.696372015138,1.91560425040004,206.303627984862
"2015","CRG_024","3","Angels rest trail",50.6,7.34,729,2015,"no","open","2015-03-15",925.502822972536,-0.212320068718328,-196.502822972536
"2015","CRG_022","3","Horsetail Falls",50.6,7.34,809,2015,"no","open","2015-03-15",966.326080792703,-0.162808480408233,-157.326080792703
"2015","CRG_012","3","Catherine Creek area",50.6,7.34,217,2015,"no","open","2015-03-15",94.4846206622365,1.29667006629292,122.515379337763
"2015","CRG_039","3","Starvation Creek area",50.6,7.34,54,2015,"no","open","2015-03-15",77.076533481165,-0.299397656315254,-23.076533481165
"2015","CRG_016","3","Mosier Plateau FCG trail",50.6,7.34,91,2015,"no","open","2015-03-15",87.1841460134997,0.0437677509155097,3.81585398650029
"2015","CRG_044","3","Dog Creek Falls",50.6,7.34,50,2015,"no","open","2015-03-15",42.3465852065568,0.180732749904429,7.65341479344323
"2015","CRG_007","3","Tanner Butte",50.6,7.34,50,2015,"yes","open","2015-03-15",46.0159838794329,0.0865789620190607,3.98401612056713
"2015","CRG_017","3","Memaloose trail",50.6,7.34,50,2015,"no","open","2015-03-15",26.4905674425634,0.887464287369816,23.5094325574366
"2015","CRG_033","3","Falls Creek Falls",50.6,7.34,233,2015,"no","open","2015-03-15",276.804873255168,-0.158251813777814,-43.8048732551682
"2015","CRG_029","3","Umbrella/Sahalie Falls",50.6,7.34,233,2015,"no","open","2015-03-15",474.406303093457,-0.508859813875409,-241.406303093457
"2015","CRG_042","3","Washougal River area",50.6,7.34,78,2015,"no","open","2015-03-15",259.013559063183,-0.698857464133865,-181.013559063183
"2015","CRG_034","3","Panther Creek Falls",50.6,7.34,125,2015,"no","open","2015-03-15",101.047383297185,0.237043413903843,23.9526167028149
"2015","CRG_006","3","Munra Falls",50.6,7.34,801,2015,"yes","open","2015-03-15",1263.5090505941,-0.366051236733627,-462.509050594103
"2015","CRG_021","3","Herman Creek",50.6,7.34,163,2015,"no","open","2015-03-15",97.4642107027833,0.672408762402722,65.5357892972167
"2015","CRG_027","3","Latourell Falls",50.6,7.34,739,2015,"no","open","2015-03-15",1058.38679057773,-0.30176755173162,-319.386790577727
"2015","CRG_020","3","Mitchell/Wygant area",50.6,7.34,186,2015,"no","open","2015-03-15",128.476856927586,0.447731556079678,57.5231430724142
"2015","CRG_014","3","Tom McCall TNC trail",50.6,7.34,126,2015,"no","open","2015-03-15",172.902448692926,-0.27126538141877,-46.9024486929258
"2015","CRG_023","3","Wahkeena Falls",50.6,7.34,587,2015,"no","open","2015-03-15",771.196465204029,-0.238845058963409,-184.196465204029
"2015","CRG_018","3","Tamanawas Falls trail",50.6,7.34,314,2015,"no","open","2015-03-15",380.946814702063,-0.175737956371736,-66.946814702063
"2015","CRG_015","3","Crawford Oaks WDNR",50.6,7.34,62,2015,"no","open","2015-03-15",44.0136227237404,0.408654779206757,17.9863772762596
"2015","CRG_019","3","Dog Mountain/Augspurger Mtn",50.6,7.34,164,2015,"no","open","2015-03-15",520.182770092986,-0.684726197350435,-356.182770092986
"2015","CRG_028","3","Dog River",50.6,7.34,50,2015,"no","open","2015-03-15",37.1251171211331,0.346797097955496,12.8748828788669
"2015","CRG_030","3","Surveyors ridge/cooks meadow",50.6,7.34,280,2015,"no","open","2015-03-15",286.222677159703,-0.0217406853344165,-6.22267715970338
"2015","CRG_008","4","Eagle Creek",50.9,4.77,2670,2015,"yes","open","2015-04-15",1705.54226290548,0.565484513676906,964.457737094517
"2015","CRG_007","4","Tanner Butte",50.9,4.77,151,2015,"yes","open","2015-04-15",65.6035580956943,1.30170442553954,85.3964419043057
"2015","CRG_002","4","Oneonta Gorge",50.9,4.77,1705,2015,"yes","open","2015-04-15",2369.56828348057,-0.280459646642641,-664.568283480571
"2015","CRG_046","4","Larch Mountain",50.9,4.77,208,2015,"no","open","2015-04-15",241.420547437309,-0.138432903876948,-33.4205474373091
"2015","CRG_015","4","Crawford Oaks WDNR",50.9,4.77,228,2015,"no","open","2015-04-15",62.7488540269902,2.63353249291103,165.25114597301
"2015","CRG_004","4","Horsetail Creek",50.9,4.77,164,2015,"yes","open","2015-04-15",79.9726905372247,1.05070004395642,84.0273094627753
"2015","CRG_014","4","Tom McCall TNC trail",50.9,4.77,784,2015,"no","open","2015-04-15",246.501647502184,2.18050612620369,537.498352497816
"2015","CRG_016","4","Mosier Plateau FCG trail",50.9,4.77,385,2015,"no","open","2015-04-15",124.295727393466,2.0974516025097,260.704272606534
"2015","CRG_005","4","Nesmith Point, McCord, Elowa Falls",50.9,4.77,1010,2015,"yes","open","2015-04-15",714.796044610424,0.412990471359516,295.203955389576
"2015","CRG_012","4","Catherine Creek area",50.9,4.77,739,2015,"no","open","2015-04-15",134.703787210234,4.48611152889588,604.296212789766
"2015","CRG_009","4","Indian Springs",50.9,4.77,120,2015,"yes","open","2015-04-15",50.0597627359397,1.39713481330281,69.9402372640603
"2015","CRG_011","4","Coyote Wall area",50.9,4.77,699,2015,"no","open","2015-04-15",153.539370508787,3.55257825848646,545.460629491213
"2015","CRG_013","4","Cherry Orchard FCG trail",50.9,4.77,102,2015,"no","open","2015-04-15",38.5180166208321,1.6481114280644,63.4819833791679
"2015","CRG_045","4","Spirit falls",50.9,4.77,208,2015,"no","open","2015-04-15",98.6443673885287,1.10858466130919,109.355632611471
"2015","CRG_017","4","Memaloose trail",50.9,4.77,110,2015,"no","open","2015-04-15",37.7667787080147,1.91261271845396,72.2332212919853
"2015","CRG_006","4","Munra Falls",50.9,4.77,2013,2015,"yes","open","2015-04-15",1801.34558509645,0.117497950784508,211.654414903554
"2015","CRG_035","4","Weldon Wagon Rd Trail",50.9,4.77,120,2015,"no","open","2015-04-15",45.2108634804806,1.65422933255431,74.7891365195194
"2015","CRG_039","4","Starvation Creek area",50.9,4.77,132,2015,"no","open","2015-04-15",109.885618338509,0.201249098798051,22.1143816614914
"2015","CRG_044","4","Dog Creek Falls",50.9,4.77,117,2015,"no","open","2015-04-15",60.3722104482546,0.937977740607683,56.6277895517454
"2015","CRG_033","4","Falls Creek Falls",50.9,4.77,768,2015,"no","open","2015-04-15",394.632105038683,0.946116370650376,373.367894961317
"2015","CRG_042","4","Washougal River area",50.9,4.77,244,2015,"no","open","2015-04-15",369.267581327731,-0.339232544804831,-125.267581327731
"2015","CRG_018","4","Tamanawas Falls trail",50.9,4.77,518,2015,"no","open","2015-04-15",543.104034353736,-0.0462232514689529,-25.1040343537355
"2015","CRG_020","4","Mitchell/Wygant area",50.9,4.77,324,2015,"no","open","2015-04-15",183.165462016086,0.768892434380158,140.834537983914
"2015","CRG_036","4","Lower Deschutes",50.9,4.77,117,2015,"no","open","2015-04-15",41.1268610089808,1.84485606558816,75.8731389910192
"2015","CRG_043","4","Wind Mountain",50.9,4.77,249,2015,"no","open","2015-04-15",172.374953813796,0.444525405175608,76.6250461862043
"2015","CRG_027","4","Latourell Falls",50.9,4.77,1825,2015,"no","open","2015-04-15",1508.90915394325,0.20948301972369,316.090846056751
"2015","CRG_034","4","Panther Creek Falls",50.9,4.77,230,2015,"no","open","2015-04-15",144.060113936142,0.596555727437181,85.9398860638582
"2015","CRG_032","4","Cape Horn",50.9,4.77,555,2015,"no","open","2015-04-15",424.640644937962,0.306987464850622,130.359355062038
"2015","CRG_019","4","Dog Mountain/Augspurger Mtn",50.9,4.77,515,2015,"no","open","2015-04-15",741.608408669213,-0.305563429459831,-226.608408669213
"2015","CRG_021","4","Herman Creek",50.9,4.77,287,2015,"no","open","2015-04-15",138.951696128981,1.06546597123647,148.048303871019
"2015","CRG_010","4","Ruckel Creek",50.9,4.77,220,2015,"yes","open","2015-04-15",85.0537906021003,1.58659841545695,134.9462093979
"2015","CRG_026","4","Beacon Rock",50.9,4.77,1457,2015,"no","open","2015-04-15",869.154947387738,0.676340915252271,587.845052612262
"2015","CRG_028","4","Dog River",50.9,4.77,186,2015,"no","open","2015-04-15",52.9281256757891,2.51419963630191,133.071874324211
"2015","CRG_031","4","Eight Mile trail",50.9,4.77,135,2015,"no","open","2015-04-15",58.2414265500813,1.31793772915083,76.7585734499187
"2015","CRG_030","4","Surveyors ridge/cooks meadow",50.9,4.77,461,2015,"no","open","2015-04-15",408.058775371406,0.129739213622862,52.9412246285942
"2015","CRG_038","4","Klickitat Trail",50.9,4.77,160,2015,"no","open","2015-04-15",53.7203402020335,1.97838769073811,106.279659797967
"2015","CRG_022","4","Horsetail Falls",50.9,4.77,2057,2015,"no","open","2015-04-15",1377.66106113843,0.493110357855503,679.338938861565
"2015","CRG_024","4","Angels rest trail",50.9,4.77,1897,2015,"no","open","2015-04-15",1319.46061120178,0.43770869997566,577.53938879822
"2015","CRG_023","4","Wahkeena Falls",50.9,4.77,1413,2015,"no","open","2015-04-15",1099.47083258649,0.285163697045003,313.529167413511
"2015","CRG_029","4","Umbrella/Sahalie Falls",50.9,4.77,714,2015,"no","open","2015-04-15",676.346322345302,0.0556721851079627,37.6536776546975
"2015","CRG_037","4","Mosier Twin Tunnels Trail",50.9,4.77,199,2015,"no","open","2015-04-15",126.371875807071,0.574717465647246,72.6281241929286
"2015","CRG_004","5","Horsetail Creek",58.6,1.38,126,2015,"yes","open","2015-05-15",152.653388941432,-0.174600702455797,-26.653388941432
"2015","CRG_011","5","Coyote Wall area",58.6,1.38,321,2015,"no","open","2015-05-15",293.078863380127,0.0952683393740981,27.9211366198729
"2015","CRG_013","5","Cherry Orchard FCG trail",58.6,1.38,111,2015,"no","open","2015-05-15",73.5239208906635,0.509712739137875,37.4760791093365
"2015","CRG_010","5","Ruckel Creek",58.6,1.38,257,2015,"yes","open","2015-05-15",162.35228914403,0.582977371954417,94.6477108559701
"2015","CRG_012","5","Catherine Creek area",58.6,1.38,458,2015,"no","open","2015-05-15",257.12514463067,0.781233806043605,200.87485536933
"2015","CRG_014","5","Tom McCall TNC trail",58.6,1.38,557,2015,"no","open","2015-05-15",470.527021387876,0.18377898543863,86.4729786121243
"2015","CRG_002","5","Oneonta Gorge",58.6,1.38,3340,2015,"yes","open","2015-05-15",4523.07689501919,-0.261564621269648,-1183.07689501919
"2015","CRG_005","5","Nesmith Point, McCord, Elowa Falls",58.6,1.38,1220,2015,"yes","open","2015-05-15",1364.41625108164,-0.105844716351885,-144.416251081639
"2015","CRG_007","5","Tanner Butte",58.6,1.38,176,2015,"yes","open","2015-05-15",125.225316325482,0.405466603434612,50.7746836745181
"2015","CRG_009","5","Indian Springs",58.6,1.38,149,2015,"yes","open","2015-05-15",95.5550248454902,0.559310985905019,53.4449751545098
"2015","CRG_024","5","Angels rest trail",58.6,1.38,2787,2015,"no","open","2015-05-15",2518.6114475032,0.106562110945246,268.388552496801
"2015","CRG_027","5","Latourell Falls",58.6,1.38,2244,2015,"no","open","2015-05-15",2880.23442011083,-0.220896749121673,-636.234420110829
"2015","CRG_015","5","Crawford Oaks WDNR",58.6,1.38,114,2015,"no","open","2015-05-15",119.776203039619,-0.0482249636658531,-5.77620303961949
"2015","CRG_017","5","Memaloose trail",58.6,1.38,111,2015,"no","open","2015-05-15",72.0899437101724,0.539743191453443,38.9100562898276
"2015","CRG_006","5","Munra Falls",58.6,1.38,2315,2015,"yes","open","2015-05-15",3438.44262800767,-0.326730077988425,-1123.44262800767
"2015","CRG_008","5","Eagle Creek",58.6,1.38,3866,2015,"yes","open","2015-05-15",3255.57142902643,0.187502742385266,610.428570973574
"2015","CRG_023","5","Wahkeena Falls",58.6,1.38,1834,2015,"no","open","2015-05-15",2098.6907844305,-0.12612185958701,-264.690784430496
"2015","CRG_026","5","Beacon Rock",58.6,1.38,1589,2015,"no","open","2015-05-15",1659.05945320412,-0.0422284162685153,-70.0594532041189
"2015","CRG_028","5","Dog River",58.6,1.38,111,2015,"no","open","2015-05-15",101.030210443732,0.0986812708048458,9.96978955626844
"2015","CRG_016","5","Mosier Plateau FCG trail",58.6,1.38,237,2015,"no","open","2015-05-15",237.258042590441,-0.00108760313295659,-0.25804259044051
"2015","CRG_018","5","Tamanawas Falls trail",58.6,1.38,652,2015,"no","open","2015-05-15",1036.68728455836,-0.371073601739257,-384.687284558361
"2015","CRG_020","5","Mitchell/Wygant area",58.6,1.38,300,2015,"no","open","2015-05-15",349.629708916243,-0.141949347125223,-49.6297089162425
"2015","CRG_022","5","Horsetail Falls",58.6,1.38,2408,2015,"no","open","2015-05-15",2629.70557052275,-0.0843081343432199,-221.705570522745
"2015","CRG_019","5","Dog Mountain/Augspurger Mtn",58.6,1.38,1091,2015,"no","open","2015-05-15",1415.59620028193,-0.229299994035928,-324.596200281928
"2015","CRG_039","5","Starvation Creek area",58.6,1.38,385,2015,"no","open","2015-05-15",209.751753037372,0.835503133703984,175.248246962628
"2015","CRG_029","5","Umbrella/Sahalie Falls",58.6,1.38,947,2015,"no","open","2015-05-15",1291.02269175284,-0.266473001559527,-344.022691752839
"2015","CRG_046","5","Larch Mountain",58.6,1.38,443,2015,"no","open","2015-05-15",460.828121185279,-0.0386871381447474,-17.8281211852793
"2015","CRG_042","5","Washougal River area",58.6,1.38,384,2015,"no","open","2015-05-15",704.864964992589,-0.455214801314409,-320.864964992589
"2015","CRG_021","5","Herman Creek",58.6,1.38,180,2015,"no","open","2015-05-15",265.233633766213,-0.321353037154184,-85.2336337662131
"2015","CRG_032","5","Cape Horn",58.6,1.38,710,2015,"no","open","2015-05-15",810.562119351009,-0.124064666914765,-100.562119351009
